time_window,avg_abs_power,avg_rel_power,sample_count,min_abs_power,max_abs_power,avg_abs_flow,total_flow_volume,start_time
"Row(start=Timestamp('2020-07-31 10:00:00'), end=Timestamp('2020-07-31 10:30:00'))",119224.67723267215,1324.718635918579,60,0.0,310330.32799435174,0.0010692827846136798,3163100.637711422,2020-07-31 10:00:00
"Row(start=Timestamp('2020-07-31 10:30:00'), end=Timestamp('2020-07-31 11:00:00'))",101820.85948812448,1131.3428832013833,59,0.0,312100.0729147521,0.0009222036101689796,3110502.2920882422,2020-07-31 10:30:00
"Row(start=Timestamp('2020-07-31 11:00:00'), end=Timestamp('2020-07-31 11:30:00'))",109439.676875115,1215.9964097235,60,0.0,315136.9307829069,0.000985176003466658,3163345.984928295,2020-07-31 11:00:00
"Row(start=Timestamp('2020-07-31 11:30:00'), end=Timestamp('2020-07-31 12:00:00'))",115732.52604812988,1285.9169560903322,60,0.0,325162.7124091236,0.001049893682417793,3163470.3282976025,2020-07-31 11:30:00
"Row(start=Timestamp('2020-07-31 12:00:00'), end=Timestamp('2020-07-31 12:30:00'))",126947.3441955765,1410.526046617516,59,0.0,296464.7546133816,0.0011390986516822846,3110863.9459114885,2020-07-31 12:00:00
"Row(start=Timestamp('2020-07-31 12:30:00'), end=Timestamp('2020-07-31 13:00:00'))",132887.7320709858,1476.5303563442865,60,0.0,284475.9191651866,0.0011913817254688554,3163708.9235051274,2020-07-31 12:30:00
"Row(start=Timestamp('2020-07-31 13:00:00'), end=Timestamp('2020-07-31 13:30:00'))",144197.84560542618,1602.1982845047357,60,0.0,281845.9518834332,0.0013001179067025428,3163832.707128612,2020-07-31 13:00:00
"Row(start=Timestamp('2020-07-31 13:30:00'), end=Timestamp('2020-07-31 14:00:00'))",144999.0370733884,1611.1004119265383,59,0.0,308875.10707971285,0.0013090974680035233,3111224.2805018276,2020-07-31 13:30:00
"Row(start=Timestamp('2020-07-31 14:00:00'), end=Timestamp('2020-07-31 14:30:00'))",138005.74223965616,1533.3971359961793,60,0.0,307666.05619323713,0.0012485009724783585,3164081.708523495,2020-07-31 14:00:00
"Row(start=Timestamp('2020-07-31 14:30:00'), end=Timestamp('2020-07-31 15:00:00'))",132598.40535484877,1473.3156150538757,60,0.0,344326.32189482957,0.0012050064999848836,3164208.833151089,2020-07-31 14:30:00
"Row(start=Timestamp('2020-07-31 15:00:00'), end=Timestamp('2020-07-31 15:30:00'))",118999.96779784068,1322.2218644204522,59,0.0,326291.5305059903,0.0010820771051419313,3111596.636080457,2020-07-31 15:00:00
"Row(start=Timestamp('2020-07-31 15:30:00'), end=Timestamp('2020-07-31 16:00:00'))",106343.74948751813,1181.5972165279788,60,0.0,338429.5327500812,0.0009657869012707726,3164459.3761568097,2020-07-31 15:30:00
"Row(start=Timestamp('2020-07-31 16:00:00'), end=Timestamp('2020-07-31 16:30:00'))",110511.63602754164,1227.907066972685,60,0.0,339942.91266448644,0.0010063992099243176,3164588.741834641,2020-07-31 16:00:00
"Row(start=Timestamp('2020-07-31 16:30:00'), end=Timestamp('2020-07-31 17:00:00'))",116986.84123359137,1299.853791484348,59,0.0,327576.5835375505,0.0010618264624453577,3111970.0598780015,2020-07-31 16:30:00
"Row(start=Timestamp('2020-07-31 17:00:00'), end=Timestamp('2020-07-31 17:30:00'))",132091.0670079397,1467.6785223104407,60,0.0,331941.7816103464,0.0011974080680432523,3164839.515054192,2020-07-31 17:00:00
"Row(start=Timestamp('2020-07-31 17:30:00'), end=Timestamp('2020-07-31 18:00:00'))",135530.554893334,1505.895054370378,60,0.0,307475.90669986233,0.0012309459745442452,3164963.3730949513,2020-07-31 17:30:00
"Row(start=Timestamp('2020-07-31 18:00:00'), end=Timestamp('2020-07-31 18:30:00'))",141634.37932524117,1573.7153258360129,59,0.0,276673.5402227537,0.00128831391365704,3112334.421628488,2020-07-31 18:00:00
"Row(start=Timestamp('2020-07-31 18:30:00'), end=Timestamp('2020-07-31 19:00:00'))",141774.3842825885,1575.2709364732052,60,0.0,285144.41024312517,0.001287803206659209,3165208.0113376323,2020-07-31 18:30:00
"Row(start=Timestamp('2020-07-31 19:00:00'), end=Timestamp('2020-07-31 19:30:00'))",135937.2401891534,1510.413779879483,60,0.0,324746.39751628146,0.0012335661234896356,3165332.604784883,2020-07-31 19:00:00
"Row(start=Timestamp('2020-07-31 19:30:00'), end=Timestamp('2020-07-31 20:00:00'))",134974.0558874111,1499.7117320823456,59,0.0,309045.38406921225,0.0012209005899434446,3112699.1194658233,2020-07-31 19:30:00
"Row(start=Timestamp('2020-07-31 20:00:00'), end=Timestamp('2020-07-31 20:30:00'))",114991.6249485687,1277.6847216507635,60,0.0,315241.9334882974,0.0010407231611089278,3165583.3683215035,2020-07-31 20:00:00
"Row(start=Timestamp('2020-07-31 20:30:00'), end=Timestamp('2020-07-31 21:00:00'))",112657.793945524,1251.7532660613776,60,0.0,338543.1405571021,0.0010236921929638921,3165709.370621508,2020-07-31 20:30:00
"Row(start=Timestamp('2020-07-31 21:00:00'), end=Timestamp('2020-07-31 21:30:00'))",108102.40834520238,1201.1378705022487,59,0.0,337107.8899628784,0.0009821561707838362,3113074.099635723,2020-07-31 21:00:00
"Row(start=Timestamp('2020-07-31 21:30:00'), end=Timestamp('2020-07-31 22:00:00'))",122124.48089159695,1356.9386765732988,60,0.0,328599.74269948306,0.0011022966613255937,3165965.099821031,2020-07-31 21:30:00
"Row(start=Timestamp('2020-07-31 22:00:00'), end=Timestamp('2020-07-31 22:30:00'))",129256.19888701351,1436.1799876334837,60,0.0,328471.64471040206,0.00116387016154226,3166091.978538309,2020-07-31 22:00:00
"Row(start=Timestamp('2020-07-31 22:30:00'), end=Timestamp('2020-07-31 23:00:00'))",144816.93480636665,1609.0770534040737,59,0.0,331906.4743088787,0.0013098968354783886,3113447.4963210807,2020-07-31 22:30:00
"Row(start=Timestamp('2020-07-31 23:00:00'), end=Timestamp('2020-07-31 23:30:00'))",143956.5852797444,1439.5658527974442,60,0.0,345180.70083765534,0.001306406264171479,3166341.752317331,2020-07-31 23:00:00
"Row(start=Timestamp('2020-07-31 23:30:00'), end=Timestamp('2020-08-01 00:00:00'))",139171.62611096035,1391.7162611096044,60,0.0,328506.04039583006,0.0012629117916780033,3166469.0940566952,2020-07-31 23:30:00
"Row(start=Timestamp('2020-08-01 00:00:00'), end=Timestamp('2020-08-01 00:30:00'))",144830.55949471367,1448.3055949471373,59,0.0,318228.7678545915,0.0013136272170277568,3113815.249629166,2020-08-01 00:00:00
"Row(start=Timestamp('2020-08-01 00:30:00'), end=Timestamp('2020-08-01 01:00:00'))",123391.28557779027,1233.9128557779027,60,0.0,292752.020034423,0.0011091090485836077,3166715.405606356,2020-08-01 00:30:00
"Row(start=Timestamp('2020-08-01 01:00:00'), end=Timestamp('2020-08-01 01:30:00'))",123210.53473983816,1232.1053473983816,60,0.0,350743.7514055946,0.001113563301790771,3166841.079973259,2020-08-01 01:00:00
"Row(start=Timestamp('2020-08-01 01:30:00'), end=Timestamp('2020-08-01 02:00:00'))",105535.25420065966,1055.3525420065967,59,0.0,271384.703263724,0.000952846030038795,3114184.2548938496,2020-08-01 01:30:00
"Row(start=Timestamp('2020-08-01 02:00:00'), end=Timestamp('2020-08-01 02:30:00'))",108275.65362114484,1082.7565362114483,60,0.0,322311.3623208641,0.0009825558545212682,3167091.74904653,2020-08-01 02:00:00
"Row(start=Timestamp('2020-08-01 02:30:00'), end=Timestamp('2020-08-01 03:00:00'))",124178.1415471939,1241.7814154719388,60,0.0,324527.219130136,0.0011277121060958776,3167221.2014797847,2020-08-01 02:30:00
"Row(start=Timestamp('2020-08-01 03:00:00'), end=Timestamp('2020-08-01 03:30:00'))",131299.33383046545,1312.9933383046543,59,0.0,307374.6582321213,0.0011841296860996664,3114557.812784211,2020-08-01 03:00:00
"Row(start=Timestamp('2020-08-01 03:30:00'), end=Timestamp('2020-08-01 04:00:00'))",140347.6061997457,1403.476061997457,60,0.0,301897.99854387477,0.0012671040299906287,3167471.066555216,2020-08-01 03:30:00
"Row(start=Timestamp('2020-08-01 04:00:00'), end=Timestamp('2020-08-01 04:30:00'))",147436.21376064233,1474.3621376064236,60,0.0,337530.9232388503,0.0013297255897854498,3167599.752069837,2020-08-01 04:00:00
"Row(start=Timestamp('2020-08-01 04:30:00'), end=Timestamp('2020-08-01 05:00:00'))",143024.17273229873,1430.2417273229871,59,0.0,306301.4254446674,0.0013019031607297404,3114929.8838770804,2020-08-01 04:30:00
"Row(start=Timestamp('2020-08-01 05:00:00'), end=Timestamp('2020-08-01 05:30:00'))",147227.24780330554,1472.2724780330557,60,0.0,350773.5248931823,0.0013271054408400603,3167849.9641454904,2020-08-01 05:00:00
"Row(start=Timestamp('2020-08-01 05:30:00'), end=Timestamp('2020-08-01 06:00:00'))",125991.219637705,1259.91219637705,60,0.0,284150.21984648105,0.0011358345678265864,3167979.5869452143,2020-08-01 05:30:00
"Row(start=Timestamp('2020-08-01 06:00:00'), end=Timestamp('2020-08-01 06:30:00'))",116862.36050550104,1168.6236050550103,59,0.0,303390.9501908764,0.0010594283600207633,3115302.5069275536,2020-08-01 06:00:00
"Row(start=Timestamp('2020-08-01 06:30:00'), end=Timestamp('2020-08-01 07:00:00'))",114309.28944457184,1143.092894445718,60,0.0,328095.98345986224,0.0010365309227963037,3168231.9218505463,2020-08-01 06:30:00
"Row(start=Timestamp('2020-08-01 07:00:00'), end=Timestamp('2020-08-01 07:30:00'))",105185.37880996706,1051.8537880996707,60,0.0,325510.92252874345,0.0009469218288639641,3168359.3610345293,2020-08-01 07:00:00
"Row(start=Timestamp('2020-08-01 07:30:00'), end=Timestamp('2020-08-01 08:00:00'))",123084.73995330378,1230.8473995330378,59,0.0,359853.0742273048,0.0011036600269632801,3115678.039404364,2020-08-01 07:30:00
"Row(start=Timestamp('2020-08-01 08:00:00'), end=Timestamp('2020-08-01 08:30:00'))",134018.18127811074,1340.181812781107,60,0.0,346794.546327077,0.0012089367234029691,3168612.551601892,2020-08-01 08:00:00
"Row(start=Timestamp('2020-08-01 08:30:00'), end=Timestamp('2020-08-01 09:00:00'))",137126.58873205155,1371.2658873205157,60,0.0,340041.5384224268,0.0012306839596497063,3168736.457424664,2020-08-01 08:30:00
"Row(start=Timestamp('2020-08-01 09:00:00'), end=Timestamp('2020-08-01 09:30:00'))",140691.6643001581,1406.9166430015814,59,0.0,319541.81133670383,0.0012688626384353306,3116043.8927066233,2020-08-01 09:00:00
"Row(start=Timestamp('2020-08-01 09:30:00'), end=Timestamp('2020-08-01 10:00:00'))",139436.36157683106,1394.3636157683109,60,0.0,283476.3541409791,0.0012595055980489968,3168978.8712375658,2020-08-01 09:30:00
"Row(start=Timestamp('2020-08-01 10:00:00'), end=Timestamp('2020-08-01 10:30:00'))",139058.93844962702,1390.589384496271,60,0.0,320259.5571198399,0.0012540032852636775,3169102.1752228215,2020-08-01 10:00:00
"Row(start=Timestamp('2020-08-01 10:30:00'), end=Timestamp('2020-08-01 11:00:00'))",133720.85157984073,1337.2085157984077,59,0.0,359787.59597843885,0.001199051212297141,3116406.349283247,2020-08-01 10:30:00
"Row(start=Timestamp('2020-08-01 11:00:00'), end=Timestamp('2020-08-01 11:30:00'))",121950.28893826948,1219.502889382695,60,0.0,334825.7983801358,0.0011036067357982889,3169354.1959048375,2020-08-01 11:00:00
"Row(start=Timestamp('2020-08-01 11:30:00'), end=Timestamp('2020-08-01 12:00:00'))",108303.42304924958,1083.034230492496,60,0.0,313902.62490468216,0.0009754814523687159,3169480.707861479,2020-08-01 11:30:00
"Row(start=Timestamp('2020-08-01 12:00:00'), end=Timestamp('2020-08-01 12:30:00'))",111110.02559027357,1111.100255902736,59,0.0,312010.47370355885,0.0010048049159050042,3116781.9318128284,2020-08-01 12:00:00
"Row(start=Timestamp('2020-08-01 12:30:00'), end=Timestamp('2020-08-01 13:00:00'))",117648.23757539452,1176.4823757539448,60,0.0,288241.905427533,0.0010684967399300618,3169734.1015650425,2020-08-01 12:30:00
"Row(start=Timestamp('2020-08-01 13:00:00'), end=Timestamp('2020-08-01 13:30:00'))",126228.83801523318,1262.2883801523321,60,0.0,303418.8559935929,0.0011413368806119058,3169859.8848369853,2020-08-01 13:00:00
"Row(start=Timestamp('2020-08-01 13:30:00'), end=Timestamp('2020-08-01 14:00:00'))",146113.1382804672,1461.1313828046718,59,0.0,346437.4292555395,0.001314959496152532,3117152.1737057585,2020-08-01 13:30:00
"Row(start=Timestamp('2020-08-01 14:00:00'), end=Timestamp('2020-08-01 14:30:00'))",144089.42448471364,1440.894244847136,60,0.0,294259.88088792935,0.0013074543237496347,3170110.8691164795,2020-08-01 14:00:00
"Row(start=Timestamp('2020-08-01 14:30:00'), end=Timestamp('2020-08-01 15:00:00'))",142275.15910909013,1422.7515910909017,60,0.0,331425.3486170144,0.0012898993258155214,3170236.7920321324,2020-08-01 14:30:00
"Row(start=Timestamp('2020-08-01 15:00:00'), end=Timestamp('2020-08-01 15:30:00'))",140265.61404353427,1402.6561404353426,59,0.0,328146.07370910386,0.0012795208714335264,3117521.439533797,2020-08-01 15:00:00
"Row(start=Timestamp('2020-08-01 15:30:00'), end=Timestamp('2020-08-01 16:00:00'))",128667.3505202142,1286.6735052021422,60,0.0,318037.2505857286,0.0011685864296439627,3170486.2804608215,2020-08-01 15:30:00
"Row(start=Timestamp('2020-08-01 16:00:00'), end=Timestamp('2020-08-01 16:30:00'))",114413.80170737802,1144.1380170737802,59,0.0,275948.12001072924,0.0010391777173241888,3117768.680802116,2020-08-01 16:00:00
"Row(start=Timestamp('2020-08-01 16:30:00'), end=Timestamp('2020-08-01 17:00:00'))",112452.66833477518,1124.5266833477515,60,0.0,295342.92079840804,0.001024216222752971,3170736.613601576,2020-08-01 16:30:00
"Row(start=Timestamp('2020-08-01 17:00:00'), end=Timestamp('2020-08-01 17:30:00'))",110237.33472487437,1102.3733472487436,60,0.0,296764.046961696,0.001002468986506233,3170863.9221605095,2020-08-01 17:00:00
"Row(start=Timestamp('2020-08-01 17:30:00'), end=Timestamp('2020-08-01 18:00:00'))",122180.41262940198,1221.8041262940192,59,0.0,298638.7234725847,0.0011121866133618368,3118143.735128205,2020-08-01 17:30:00
"Row(start=Timestamp('2020-08-01 18:00:00'), end=Timestamp('2020-08-01 18:30:00'))",133781.69625431378,1337.8169625431378,60,0.0,346444.8420330164,0.0012154870957664437,3171120.9634249853,2020-08-01 18:00:00
"Row(start=Timestamp('2020-08-01 18:30:00'), end=Timestamp('2020-08-01 19:00:00'))",138707.9669605933,1387.079669605933,60,0.0,325256.4078867584,0.0012576714937872241,3171248.7944922973,2020-08-01 18:30:00
"Row(start=Timestamp('2020-08-01 19:00:00'), end=Timestamp('2020-08-01 19:30:00'))",139979.7669853749,1399.797669853748,59,0.0,277786.9666592945,0.0012683297267854202,3118516.0597146023,2020-08-01 19:00:00
"Row(start=Timestamp('2020-08-01 19:30:00'), end=Timestamp('2020-08-01 20:00:00'))",142029.99365825512,1420.2999365825506,60,0.0,295046.8429055398,0.0012783706704558053,3171493.5162001317,2020-08-01 19:30:00
"Row(start=Timestamp('2020-08-01 20:00:00'), end=Timestamp('2020-08-01 20:30:00'))",137102.03071509427,1371.0203071509425,60,0.0,272907.04269609816,0.0012406405256421885,3171617.465240959,2020-08-01 20:00:00
"Row(start=Timestamp('2020-08-01 20:30:00'), end=Timestamp('2020-08-01 21:00:00'))",131611.6149955157,1316.1161499551572,59,0.0,307432.6869100412,0.0011921233608483133,3118878.1906165755,2020-08-01 20:30:00
"Row(start=Timestamp('2020-08-01 21:00:00'), end=Timestamp('2020-08-01 21:30:00'))",118667.19737676934,1186.671973767693,60,0.0,335690.30219777295,0.0010716409186645305,3171866.883599839,2020-08-01 21:00:00
"Row(start=Timestamp('2020-08-01 21:30:00'), end=Timestamp('2020-08-01 22:00:00'))",113465.5400148363,1134.6554001483632,60,0.0,350675.0494807905,0.001025002267436587,3171995.4676523306,2020-08-01 21:30:00
"Row(start=Timestamp('2020-08-01 22:00:00'), end=Timestamp('2020-08-01 22:30:00'))",109849.25920145908,1098.4925920145909,59,0.0,345615.2980831273,0.0009933473154319435,3119256.535757606,2020-08-01 22:00:00
"Row(start=Timestamp('2020-08-01 22:30:00'), end=Timestamp('2020-08-01 23:00:00'))",115989.98289108508,1162.0731190750028,60,0.0,329387.57351608295,0.0010420332355816227,3172250.6438774755,2020-08-01 22:30:00
"Row(start=Timestamp('2020-08-01 23:00:00'), end=Timestamp('2020-08-01 23:30:00'))",110947.06244763768,1232.745138307085,60,0.0,342139.13293665944,0.001000896897138999,3172356.746237366,2020-08-01 23:00:00
"Row(start=Timestamp('2020-08-01 23:30:00'), end=Timestamp('2020-08-02 00:00:00'))",142834.88316012174,1587.0542573346856,59,0.0,313064.3507704617,0.0012891132811319041,3119605.685702818,2020-08-01 23:30:00
"Row(start=Timestamp('2020-08-02 00:00:00'), end=Timestamp('2020-08-02 00:30:00'))",140832.15091794266,1564.8016768660298,60,0.0,288473.58016514056,0.0012770605959831099,3172603.0750178127,2020-08-02 00:00:00
"Row(start=Timestamp('2020-08-02 00:30:00'), end=Timestamp('2020-08-02 01:00:00'))",143159.71234298337,1590.6634704775934,60,0.0,326235.9998875507,0.0012875411917646702,3172729.501786934,2020-08-02 00:30:00
"Row(start=Timestamp('2020-08-02 01:00:00'), end=Timestamp('2020-08-02 01:30:00'))",136760.86812710392,1519.5652014122663,59,0.0,345230.4350027613,0.0012403518651651541,3119969.198897299,2020-08-02 01:00:00
"Row(start=Timestamp('2020-08-02 01:30:00'), end=Timestamp('2020-08-02 02:00:00'))",131910.2272766104,1465.6691919623383,60,0.0,346727.41106752015,0.0011850933679999193,3172973.001353572,2020-08-02 01:30:00
"Row(start=Timestamp('2020-08-02 02:00:00'), end=Timestamp('2020-08-02 02:30:00'))",124358.65841613663,1381.762871290407,60,0.0,322681.5417914741,0.0011198516592597074,3173103.2583694328,2020-08-02 02:00:00
"Row(start=Timestamp('2020-08-02 02:30:00'), end=Timestamp('2020-08-02 03:00:00'))",108580.3069370116,1206.4478548556845,59,0.0,320165.2817995902,0.000988284654757799,3120345.0887086014,2020-08-02 02:30:00
"Row(start=Timestamp('2020-08-02 03:00:00'), end=Timestamp('2020-08-02 03:30:00'))",111595.24672920788,1239.9471858800875,60,0.0,321390.44753149775,0.0010050891354516222,3173360.43529257,2020-08-02 03:00:00
"Row(start=Timestamp('2020-08-02 03:30:00'), end=Timestamp('2020-08-02 04:00:00'))",125829.85754018497,1398.1095282242777,60,0.0,351561.30611181504,0.001128236135884955,3173490.4565438586,2020-08-02 03:30:00
"Row(start=Timestamp('2020-08-02 04:00:00'), end=Timestamp('2020-08-02 04:30:00'))",124643.16520747155,1384.9240578607948,59,0.0,289534.9280660212,0.0011260423162594933,3120719.81145321,2020-08-02 04:00:00
"Row(start=Timestamp('2020-08-02 04:30:00'), end=Timestamp('2020-08-02 05:00:00'))",145280.93571035517,1614.232619003947,60,0.0,303086.1001782903,0.0013145287259021879,3173737.887138687,2020-08-02 04:30:00
"Row(start=Timestamp('2020-08-02 05:00:00'), end=Timestamp('2020-08-02 05:30:00'))",134569.07583280452,1495.2119536978275,60,0.0,324913.6822984478,0.001218631274500912,3173862.549727651,2020-08-02 05:00:00
"Row(start=Timestamp('2020-08-02 05:30:00'), end=Timestamp('2020-08-02 06:00:00'))",146776.44057852423,1630.8493397613802,59,0.0,282565.79935231514,0.0013000379699550561,3121081.961853333,2020-08-02 05:30:00
"Row(start=Timestamp('2020-08-02 06:00:00'), end=Timestamp('2020-08-02 06:30:00'))",137368.69944119325,1526.3188826799253,60,0.0,333675.8093431347,0.0012319940341224014,3174105.379180306,2020-08-02 06:00:00
"Row(start=Timestamp('2020-08-02 06:30:00'), end=Timestamp('2020-08-02 07:00:00'))",135667.49038470365,1507.4165598300413,60,0.0,338661.79877273116,0.0012215134383408413,3174231.6934158728,2020-08-02 06:30:00
"Row(start=Timestamp('2020-08-02 07:00:00'), end=Timestamp('2020-08-02 07:30:00'))",124531.22659768777,1383.6802955298642,59,0.0,367412.20788417716,0.0011065910410377837,3121453.7289047684,2020-08-02 07:00:00
"Row(start=Timestamp('2020-08-02 07:30:00'), end=Timestamp('2020-08-02 08:00:00'))",112882.92516179186,1254.2547240199094,60,0.0,345777.98446314246,0.001007971299291552,3174489.0845157686,2020-08-02 07:30:00
"Row(start=Timestamp('2020-08-02 08:00:00'), end=Timestamp('2020-08-02 08:30:00'))",110004.37012291765,1222.2707791435298,60,0.0,342694.469194017,0.0009796736906813393,3174617.8148152265,2020-08-02 08:00:00
"Row(start=Timestamp('2020-08-02 08:30:00'), end=Timestamp('2020-08-02 09:00:00'))",124498.01069571076,1383.311229952342,59,0.0,335629.6362504795,0.0011153840832612968,3121833.6594887986,2020-08-02 08:30:00
"Row(start=Timestamp('2020-08-02 09:00:00'), end=Timestamp('2020-08-02 09:30:00'))",135428.69327042863,1504.7632585603183,60,0.0,376127.5591101545,0.0011958359786760186,3174873.643359075,2020-08-02 09:00:00
"Row(start=Timestamp('2020-08-02 09:30:00'), end=Timestamp('2020-08-02 10:00:00'))",145315.00576532673,1614.6111751702967,60,0.0,351891.1632171825,0.001284397013030202,3175000.746593908,2020-08-02 09:30:00
"Row(start=Timestamp('2020-08-02 10:00:00'), end=Timestamp('2020-08-02 10:30:00'))",151853.91300451054,1687.2657000501174,59,0.0,373933.46319928794,0.0013218873476013593,3122207.0773645304,2020-08-02 10:00:00
"Row(start=Timestamp('2020-08-02 10:30:00'), end=Timestamp('2020-08-02 11:00:00'))",138426.96412948865,1538.0773792165405,60,0.0,328665.78628235165,0.0012351382128568688,3175249.2335361824,2020-08-02 10:30:00
"Row(start=Timestamp('2020-08-02 11:00:00'), end=Timestamp('2020-08-02 11:30:00'))",144465.06865231626,1605.1674294701804,60,0.0,334252.8393242738,0.0012878032066592096,3175371.5102167474,2020-08-02 11:00:00
"Row(start=Timestamp('2020-08-02 11:30:00'), end=Timestamp('2020-08-02 12:00:00'))",126832.97231049807,1409.2552478944226,59,0.0,319509.20549521106,0.0011319043444085013,3122570.942562069,2020-08-02 11:30:00
"Row(start=Timestamp('2020-08-02 12:00:00'), end=Timestamp('2020-08-02 12:30:00'))",116184.4601894232,1290.9384465491464,60,0.0,299554.45096819056,0.0010433433100543181,3175617.4823046606,2020-08-02 12:00:00
"Row(start=Timestamp('2020-08-02 12:30:00'), end=Timestamp('2020-08-02 13:00:00'))",107696.41843528772,1196.626871503197,60,0.0,320113.5685052537,0.0009686690651107007,3175738.740462881,2020-08-02 12:30:00
"Row(start=Timestamp('2020-08-02 13:00:00'), end=Timestamp('2020-08-02 13:30:00'))",109698.07683006261,1218.867520334029,59,0.0,318489.9451605991,0.0009864194639831148,3122933.547367226,2020-08-02 13:00:00
"Row(start=Timestamp('2020-08-02 13:30:00'), end=Timestamp('2020-08-02 14:00:00'))",111452.56983363416,1238.3618870403798,60,0.0,282905.45820105064,0.001005613165240701,3175985.8873062413,2020-08-02 13:30:00
"Row(start=Timestamp('2020-08-02 14:00:00'), end=Timestamp('2020-08-02 14:30:00'))",131930.84037991348,1465.898226443483,60,0.0,298871.35137701797,0.001186665457367154,3176111.425898853,2020-08-02 14:00:00
"Row(start=Timestamp('2020-08-02 14:30:00'), end=Timestamp('2020-08-02 15:00:00'))",143928.47864763043,1599.2053183070047,59,0.0,328893.1425348505,0.0012891132811319046,3123299.29340602,2020-08-02 14:30:00
"Row(start=Timestamp('2020-08-02 15:00:00'), end=Timestamp('2020-08-02 15:30:00'))",144249.36282335894,1602.7706980373214,60,0.0,360886.4364986742,0.001279942759823039,3176359.2941195243,2020-08-02 15:00:00
"Row(start=Timestamp('2020-08-02 15:30:00'), end=Timestamp('2020-08-02 16:00:00'))",145261.86622190833,1614.0207357989818,60,0.0,358772.4377788975,0.0013014279811752382,3176484.267833084,2020-08-02 15:30:00
"Row(start=Timestamp('2020-08-02 16:00:00'), end=Timestamp('2020-08-02 16:30:00'))",145619.71265032643,1617.9968072258491,59,0.0,345775.9421317314,0.0013053670864541546,3123666.6368919876,2020-08-02 16:00:00
"Row(start=Timestamp('2020-08-02 16:30:00'), end=Timestamp('2020-08-02 17:00:00'))",128648.6730571536,1429.42970063504,60,0.0,332367.49187653617,0.0011596779232296356,3176738.642613409,2020-08-02 16:30:00
"Row(start=Timestamp('2020-08-02 17:00:00'), end=Timestamp('2020-08-02 17:30:00'))",121925.05299613095,1354.7228110681217,60,0.0,314891.52732964506,0.0011007245719583598,3176863.618024773,2020-08-02 17:00:00
"Row(start=Timestamp('2020-08-02 17:30:00'), end=Timestamp('2020-08-02 18:00:00'))",106013.36155332167,1177.926239481352,59,0.0,272593.15258257836,0.0009576422348879831,3124040.2042612154,2020-08-02 17:30:00
"Row(start=Timestamp('2020-08-02 18:00:00'), end=Timestamp('2020-08-02 18:30:00'))",113838.66130783173,1264.8740145314634,60,0.0,283257.5238537161,0.0010289324908546729,3177115.923922535,2020-08-02 18:00:00
"Row(start=Timestamp('2020-08-02 18:30:00'), end=Timestamp('2020-08-02 19:00:00'))",118944.63070069443,1321.6070077854938,60,0.0,281335.37511250185,0.0010795013655007,3177244.384595386,2020-08-02 18:30:00
"Row(start=Timestamp('2020-08-02 19:00:00'), end=Timestamp('2020-08-02 19:30:00'))",132486.1008281993,1472.0677869799924,59,0.0,308942.14682007715,0.001189725258423719,3124416.7455025353,2020-08-02 19:00:00
"Row(start=Timestamp('2020-08-02 19:30:00'), end=Timestamp('2020-08-02 20:00:00'))",142380.02386567445,1582.0002651741604,60,0.0,348749.0378657504,0.0012757505215104158,3177496.6374730733,2020-08-02 19:30:00
"Row(start=Timestamp('2020-08-02 20:00:00'), end=Timestamp('2020-08-02 20:30:00'))",138334.0061794658,1537.0445131051756,60,0.0,327547.09755725623,0.0012450947788493513,3177620.9453274477,2020-08-02 20:00:00
"Row(start=Timestamp('2020-08-02 20:30:00'), end=Timestamp('2020-08-02 21:00:00'))",148954.51018771765,1655.0501131968629,59,0.0,340846.3875348097,0.0013170911427521712,3124781.220895043,2020-08-02 20:30:00
"Row(start=Timestamp('2020-08-02 21:00:00'), end=Timestamp('2020-08-02 21:30:00'))",141704.16100925326,1574.4906778805919,60,0.0,308733.31601732166,0.0012671040299906285,3177868.4783563907,2020-08-02 21:00:00
"Row(start=Timestamp('2020-08-02 21:30:00'), end=Timestamp('2020-08-02 22:00:00'))",124017.61877548949,1377.9735419498836,60,0.0,280945.1141746491,0.001112777257107154,3177990.9518399998,2020-08-02 21:30:00
"Row(start=Timestamp('2020-08-02 22:00:00'), end=Timestamp('2020-08-02 22:30:00'))",120412.5292905651,1337.91699211739,59,0.0,287695.00508090045,0.0010698201371940048,3125145.162995684,2020-08-02 22:00:00
"Row(start=Timestamp('2020-08-02 22:30:00'), end=Timestamp('2020-08-02 23:00:00'))",120673.53899790534,1329.5581710727301,60,0.0,348469.36035111104,0.0010546099505194951,3178241.9789382075,2020-08-02 22:30:00
"Row(start=Timestamp('2020-08-02 23:00:00'), end=Timestamp('2020-08-02 23:30:00'))",114887.73713885105,1148.8773713885105,60,0.0,325539.73556991736,0.0009712892140560906,3178369.385556248,2020-08-02 23:00:00
"Row(start=Timestamp('2020-08-02 23:30:00'), end=Timestamp('2020-08-03 00:00:00'))",129974.78507681997,1299.7478507682,59,0.0,415239.5451386257,0.0011089891434623784,3125523.6101826234,2020-08-02 23:30:00
"Row(start=Timestamp('2020-08-03 00:00:00'), end=Timestamp('2020-08-03 00:30:00'))",131253.1242031564,1312.5312420315638,60,0.0,335979.43159009924,0.00117697090626921,3178622.786290096,2020-08-03 00:00:00
